"target"	"target_word"	"mispronunciation"	"age"	"target_ortho"	"target_phono"	"tokid"	"meaningful"
"e"	"tiwuńe"	"kikune"	8	"tiwuńe"	"tiwunɛ"	"tiwune 23"	TRUE
"ch"	"tiwuńe"	"tubune"	5.09637730690362	"tiwuńe"	"tiwunɛ"	"tiwune 2"	TRUE
"u"	"tiwuńe"	"tubune"	5.09637730690362	"tiwuńe"	"tiwunɛ"	"tiwune 2"	TRUE
"e"	"tiwuńe"	"tubune"	5.09637730690362	"tiwuńe"	"tiwunɛ"	"tiwune 2"	TRUE
"ch"	"tiwuńe"	NA	7.28366370471634	"tiwuńe"	"tiwunɛ"	"tiwune 24"	FALSE
"i"	"tiwuńe"	NA	7.28366370471634	"tiwuńe"	"tiwunɛ"	"tiwune 24"	FALSE
"w"	"tiwuńe"	NA	7.28366370471634	"tiwuńe"	"tiwunɛ"	"tiwune 24"	FALSE
"u"	"tiwuńe"	NA	7.28366370471634	"tiwuńe"	"tiwunɛ"	"tiwune 24"	FALSE
"'n"	"tiwuńe"	NA	7.28366370471634	"tiwuńe"	"tiwunɛ"	"tiwune 24"	FALSE
"e"	"tiwuńe"	NA	7.28366370471634	"tiwuńe"	"tiwunɛ"	"tiwune 24"	FALSE
"ch"	"tiwuńe"	"tigune"	6.10526315789474	"tiwuńe"	"tiwunɛ"	"tiwune 17"	TRUE
"i"	"tiwuńe"	"tigune"	6.10526315789474	"tiwuńe"	"tiwunɛ"	"tiwune 17"	TRUE
"u"	"tiwuńe"	"tigune"	6.10526315789474	"tiwuńe"	"tiwunɛ"	"tiwune 17"	TRUE
"e"	"tiwuńe"	"tigune"	6.10526315789474	"tiwuńe"	"tiwunɛ"	"tiwune 17"	TRUE
"i"	"tiwuńe"	"kikikiwune"	5.7799043062201	"tiwuńe"	"tiwunɛ"	"tiwune 1"	TRUE
"w"	"tiwuńe"	"kikikiwune"	5.7799043062201	"tiwuńe"	"tiwunɛ"	"tiwune 1"	TRUE
"u"	"tiwuńe"	"kikikiwune"	5.7799043062201	"tiwuńe"	"tiwunɛ"	"tiwune 1"	TRUE
"e"	"tiwuńe"	"kikikiwune"	5.7799043062201	"tiwuńe"	"tiwunɛ"	"tiwune 1"	TRUE
"i"	"tiwuńe"	"diwuma"	6.88448393711552	"tiwuńe"	"tiwunɛ"	"tiwune 32"	TRUE
"w"	"tiwuńe"	"diwuma"	6.88448393711552	"tiwuńe"	"tiwunɛ"	"tiwune 32"	TRUE
"u"	"tiwuńe"	"diwuma"	6.88448393711552	"tiwuńe"	"tiwunɛ"	"tiwune 32"	TRUE
"ch"	"tiwuńe"	"tigune"	6.88448393711552	"tiwuńe"	"tiwunɛ"	"tiwune 3"	TRUE
"i"	"tiwuńe"	"tigune"	6.88448393711552	"tiwuńe"	"tiwunɛ"	"tiwune 3"	TRUE
"u"	"tiwuńe"	"tigune"	6.88448393711552	"tiwuńe"	"tiwunɛ"	"tiwune 3"	TRUE
"e"	"tiwuńe"	"tigune"	6.88448393711552	"tiwuńe"	"tiwunɛ"	"tiwune 3"	TRUE
"ch"	"tiwuńe"	NA	7.12781954887218	"tiwuńe"	"tiwunɛ"	"tiwune 25"	FALSE
"i"	"tiwuńe"	NA	7.12781954887218	"tiwuńe"	"tiwunɛ"	"tiwune 25"	FALSE
"w"	"tiwuńe"	NA	7.12781954887218	"tiwuńe"	"tiwunɛ"	"tiwune 25"	FALSE
"u"	"tiwuńe"	NA	7.12781954887218	"tiwuńe"	"tiwunɛ"	"tiwune 25"	FALSE
"'n"	"tiwuńe"	NA	7.12781954887218	"tiwuńe"	"tiwunɛ"	"tiwune 25"	FALSE
"e"	"tiwuńe"	NA	7.12781954887218	"tiwuńe"	"tiwunɛ"	"tiwune 25"	FALSE
"ch"	"todiwuma"	NA	6.10526315789474	"todiwuma"	"tɔṭiwumæ"	"todiwuma 8"	FALSE
"o"	"todiwuma"	NA	6.10526315789474	"todiwuma"	"tɔṭiwumæ"	"todiwuma 8"	FALSE
"d"	"todiwuma"	NA	6.10526315789474	"todiwuma"	"tɔṭiwumæ"	"todiwuma 8"	FALSE
"i"	"todiwuma"	NA	6.10526315789474	"todiwuma"	"tɔṭiwumæ"	"todiwuma 8"	FALSE
"w"	"todiwuma"	NA	6.10526315789474	"todiwuma"	"tɔṭiwumæ"	"todiwuma 8"	FALSE
"u"	"todiwuma"	NA	6.10526315789474	"todiwuma"	"tɔṭiwumæ"	"todiwuma 8"	FALSE
"m"	"todiwuma"	NA	6.10526315789474	"todiwuma"	"tɔṭiwumæ"	"todiwuma 8"	FALSE
"a"	"todiwuma"	NA	6.10526315789474	"todiwuma"	"tɔṭiwumæ"	"todiwuma 8"	FALSE
"ch"	"todiwuma"	NA	8	"todiwuma"	"tɔṭiwumæ"	"todiwuma 26"	FALSE
"o"	"todiwuma"	NA	8	"todiwuma"	"tɔṭiwumæ"	"todiwuma 26"	FALSE
"d"	"todiwuma"	NA	8	"todiwuma"	"tɔṭiwumæ"	"todiwuma 26"	FALSE
"i"	"todiwuma"	NA	8	"todiwuma"	"tɔṭiwumæ"	"todiwuma 26"	FALSE
"w"	"todiwuma"	NA	8	"todiwuma"	"tɔṭiwumæ"	"todiwuma 26"	FALSE
"u"	"todiwuma"	NA	8	"todiwuma"	"tɔṭiwumæ"	"todiwuma 26"	FALSE
"m"	"todiwuma"	NA	8	"todiwuma"	"tɔṭiwumæ"	"todiwuma 26"	FALSE
"a"	"todiwuma"	NA	8	"todiwuma"	"tɔṭiwumæ"	"todiwuma 26"	FALSE
"ch"	"todiwuma"	NA	5.11278195488722	"todiwuma"	"tɔṭiwumæ"	"todiwuma 3"	FALSE
"o"	"todiwuma"	NA	5.11278195488722	"todiwuma"	"tɔṭiwumæ"	"todiwuma 3"	FALSE
"d"	"todiwuma"	NA	5.11278195488722	"todiwuma"	"tɔṭiwumæ"	"todiwuma 3"	FALSE
"i"	"todiwuma"	NA	5.11278195488722	"todiwuma"	"tɔṭiwumæ"	"todiwuma 3"	FALSE
"w"	"todiwuma"	NA	5.11278195488722	"todiwuma"	"tɔṭiwumæ"	"todiwuma 3"	FALSE
"u"	"todiwuma"	NA	5.11278195488722	"todiwuma"	"tɔṭiwumæ"	"todiwuma 3"	FALSE
"m"	"todiwuma"	NA	5.11278195488722	"todiwuma"	"tɔṭiwumæ"	"todiwuma 3"	FALSE
"a"	"todiwuma"	NA	5.11278195488722	"todiwuma"	"tɔṭiwumæ"	"todiwuma 3"	FALSE
"ch"	"todiwuma"	NA	8	"todiwuma"	"tɔṭiwumæ"	"todiwuma 10"	FALSE
"o"	"todiwuma"	NA	8	"todiwuma"	"tɔṭiwumæ"	"todiwuma 10"	FALSE
"d"	"todiwuma"	NA	8	"todiwuma"	"tɔṭiwumæ"	"todiwuma 10"	FALSE
"i"	"todiwuma"	NA	8	"todiwuma"	"tɔṭiwumæ"	"todiwuma 10"	FALSE
"w"	"todiwuma"	NA	8	"todiwuma"	"tɔṭiwumæ"	"todiwuma 10"	FALSE
"u"	"todiwuma"	NA	8	"todiwuma"	"tɔṭiwumæ"	"todiwuma 10"	FALSE
"m"	"todiwuma"	NA	8	"todiwuma"	"tɔṭiwumæ"	"todiwuma 10"	FALSE
"a"	"todiwuma"	NA	8	"todiwuma"	"tɔṭiwumæ"	"todiwuma 10"	FALSE
"ch"	"todiwuma"	NA	7.5434039644566	"todiwuma"	"tɔṭiwumæ"	"todiwuma 9"	FALSE
"o"	"todiwuma"	NA	7.5434039644566	"todiwuma"	"tɔṭiwumæ"	"todiwuma 9"	FALSE
"d"	"todiwuma"	NA	7.5434039644566	"todiwuma"	"tɔṭiwumæ"	"todiwuma 9"	FALSE
"i"	"todiwuma"	NA	7.5434039644566	"todiwuma"	"tɔṭiwumæ"	"todiwuma 9"	FALSE
"w"	"todiwuma"	NA	7.5434039644566	"todiwuma"	"tɔṭiwumæ"	"todiwuma 9"	FALSE
"u"	"todiwuma"	NA	7.5434039644566	"todiwuma"	"tɔṭiwumæ"	"todiwuma 9"	FALSE
"m"	"todiwuma"	NA	7.5434039644566	"todiwuma"	"tɔṭiwumæ"	"todiwuma 9"	FALSE
"a"	"todiwuma"	NA	7.5434039644566	"todiwuma"	"tɔṭiwumæ"	"todiwuma 9"	FALSE
"ch"	"todiwuma"	"todinuma"	7.47505126452495	"todiwuma"	"tɔṭiwumæ"	"todiwuma 7"	TRUE
"o"	"todiwuma"	"todinuma"	7.47505126452495	"todiwuma"	"tɔṭiwumæ"	"todiwuma 7"	TRUE
"d"	"todiwuma"	"todinuma"	7.47505126452495	"todiwuma"	"tɔṭiwumæ"	"todiwuma 7"	TRUE
"i"	"todiwuma"	"todinuma"	7.47505126452495	"todiwuma"	"tɔṭiwumæ"	"todiwuma 7"	TRUE
"u"	"todiwuma"	"todinuma"	7.47505126452495	"todiwuma"	"tɔṭiwumæ"	"todiwuma 7"	TRUE
"m"	"todiwuma"	"todinuma"	7.47505126452495	"todiwuma"	"tɔṭiwumæ"	"todiwuma 7"	TRUE
"a"	"todiwuma"	"todinuma"	7.47505126452495	"todiwuma"	"tɔṭiwumæ"	"todiwuma 7"	TRUE
"ch"	"todiwuma"	NA	7.35475051264525	"todiwuma"	"tɔṭiwumæ"	"todiwuma 1"	FALSE
"o"	"todiwuma"	NA	7.35475051264525	"todiwuma"	"tɔṭiwumæ"	"todiwuma 1"	FALSE
"d"	"todiwuma"	NA	7.35475051264525	"todiwuma"	"tɔṭiwumæ"	"todiwuma 1"	FALSE
"i"	"todiwuma"	NA	7.35475051264525	"todiwuma"	"tɔṭiwumæ"	"todiwuma 1"	FALSE
"w"	"todiwuma"	NA	7.35475051264525	"todiwuma"	"tɔṭiwumæ"	"todiwuma 1"	FALSE
"u"	"todiwuma"	NA	7.35475051264525	"todiwuma"	"tɔṭiwumæ"	"todiwuma 1"	FALSE
"m"	"todiwuma"	NA	7.35475051264525	"todiwuma"	"tɔṭiwumæ"	"todiwuma 1"	FALSE
"a"	"todiwuma"	NA	7.35475051264525	"todiwuma"	"tɔṭiwumæ"	"todiwuma 1"	FALSE
"o"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 18"	TRUE
"d"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 18"	TRUE
"i"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 18"	TRUE
"w"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 18"	TRUE
"u"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 18"	TRUE
"m"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 18"	TRUE
"a"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 18"	TRUE
"ch"	"todiwuma"	NA	8.51674641148325	"todiwuma"	"tɔṭiwumæ"	"todiwuma 5"	FALSE
"o"	"todiwuma"	NA	8.51674641148325	"todiwuma"	"tɔṭiwumæ"	"todiwuma 5"	FALSE
"d"	"todiwuma"	NA	8.51674641148325	"todiwuma"	"tɔṭiwumæ"	"todiwuma 5"	FALSE
"i"	"todiwuma"	NA	8.51674641148325	"todiwuma"	"tɔṭiwumæ"	"todiwuma 5"	FALSE
"w"	"todiwuma"	NA	8.51674641148325	"todiwuma"	"tɔṭiwumæ"	"todiwuma 5"	FALSE
"u"	"todiwuma"	NA	8.51674641148325	"todiwuma"	"tɔṭiwumæ"	"todiwuma 5"	FALSE
"m"	"todiwuma"	NA	8.51674641148325	"todiwuma"	"tɔṭiwumæ"	"todiwuma 5"	FALSE
"a"	"todiwuma"	NA	8.51674641148325	"todiwuma"	"tɔṭiwumæ"	"todiwuma 5"	FALSE
"ch"	"todiwuma"	NA	7.25358851674641	"todiwuma"	"tɔṭiwumæ"	"todiwuma 20"	FALSE
"o"	"todiwuma"	NA	7.25358851674641	"todiwuma"	"tɔṭiwumæ"	"todiwuma 20"	FALSE
"d"	"todiwuma"	NA	7.25358851674641	"todiwuma"	"tɔṭiwumæ"	"todiwuma 20"	FALSE
"i"	"todiwuma"	NA	7.25358851674641	"todiwuma"	"tɔṭiwumæ"	"todiwuma 20"	FALSE
"w"	"todiwuma"	NA	7.25358851674641	"todiwuma"	"tɔṭiwumæ"	"todiwuma 20"	FALSE
"u"	"todiwuma"	NA	7.25358851674641	"todiwuma"	"tɔṭiwumæ"	"todiwuma 20"	FALSE
"m"	"todiwuma"	NA	7.25358851674641	"todiwuma"	"tɔṭiwumæ"	"todiwuma 20"	FALSE
"a"	"todiwuma"	NA	7.25358851674641	"todiwuma"	"tɔṭiwumæ"	"todiwuma 20"	FALSE
"o"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 15"	TRUE
"d"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 15"	TRUE
"i"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 15"	TRUE
"w"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 15"	TRUE
"u"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 15"	TRUE
"m"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 15"	TRUE
"a"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 15"	TRUE
"ch"	"todiwuma"	NA	7.81134654818865	"todiwuma"	"tɔṭiwumæ"	"todiwuma 27"	FALSE
"o"	"todiwuma"	NA	7.81134654818865	"todiwuma"	"tɔṭiwumæ"	"todiwuma 27"	FALSE
"d"	"todiwuma"	NA	7.81134654818865	"todiwuma"	"tɔṭiwumæ"	"todiwuma 27"	FALSE
"i"	"todiwuma"	NA	7.81134654818865	"todiwuma"	"tɔṭiwumæ"	"todiwuma 27"	FALSE
"w"	"todiwuma"	NA	7.81134654818865	"todiwuma"	"tɔṭiwumæ"	"todiwuma 27"	FALSE
"u"	"todiwuma"	NA	7.81134654818865	"todiwuma"	"tɔṭiwumæ"	"todiwuma 27"	FALSE
"m"	"todiwuma"	NA	7.81134654818865	"todiwuma"	"tɔṭiwumæ"	"todiwuma 27"	FALSE
"a"	"todiwuma"	NA	7.81134654818865	"todiwuma"	"tɔṭiwumæ"	"todiwuma 27"	FALSE
"ch"	"todiwuma"	NA	6.10526315789474	"todiwuma"	"tɔṭiwumæ"	"todiwuma 28"	FALSE
"o"	"todiwuma"	NA	6.10526315789474	"todiwuma"	"tɔṭiwumæ"	"todiwuma 28"	FALSE
"d"	"todiwuma"	NA	6.10526315789474	"todiwuma"	"tɔṭiwumæ"	"todiwuma 28"	FALSE
"i"	"todiwuma"	NA	6.10526315789474	"todiwuma"	"tɔṭiwumæ"	"todiwuma 28"	FALSE
"w"	"todiwuma"	NA	6.10526315789474	"todiwuma"	"tɔṭiwumæ"	"todiwuma 28"	FALSE
"u"	"todiwuma"	NA	6.10526315789474	"todiwuma"	"tɔṭiwumæ"	"todiwuma 28"	FALSE
"m"	"todiwuma"	NA	6.10526315789474	"todiwuma"	"tɔṭiwumæ"	"todiwuma 28"	FALSE
"a"	"todiwuma"	NA	6.10526315789474	"todiwuma"	"tɔṭiwumæ"	"todiwuma 28"	FALSE
"ch"	"todiwuma"	NA	11.0321257689679	"todiwuma"	"tɔṭiwumæ"	"todiwuma 19"	FALSE
"o"	"todiwuma"	NA	11.0321257689679	"todiwuma"	"tɔṭiwumæ"	"todiwuma 19"	FALSE
"d"	"todiwuma"	NA	11.0321257689679	"todiwuma"	"tɔṭiwumæ"	"todiwuma 19"	FALSE
"i"	"todiwuma"	NA	11.0321257689679	"todiwuma"	"tɔṭiwumæ"	"todiwuma 19"	FALSE
"w"	"todiwuma"	NA	11.0321257689679	"todiwuma"	"tɔṭiwumæ"	"todiwuma 19"	FALSE
"u"	"todiwuma"	NA	11.0321257689679	"todiwuma"	"tɔṭiwumæ"	"todiwuma 19"	FALSE
"m"	"todiwuma"	NA	11.0321257689679	"todiwuma"	"tɔṭiwumæ"	"todiwuma 19"	FALSE
"a"	"todiwuma"	NA	11.0321257689679	"todiwuma"	"tɔṭiwumæ"	"todiwuma 19"	FALSE
"ch"	"todiwuma"	NA	7.47505126452495	"todiwuma"	"tɔṭiwumæ"	"todiwuma 17"	FALSE
"o"	"todiwuma"	NA	7.47505126452495	"todiwuma"	"tɔṭiwumæ"	"todiwuma 17"	FALSE
"d"	"todiwuma"	NA	7.47505126452495	"todiwuma"	"tɔṭiwumæ"	"todiwuma 17"	FALSE
"i"	"todiwuma"	NA	7.47505126452495	"todiwuma"	"tɔṭiwumæ"	"todiwuma 17"	FALSE
"w"	"todiwuma"	NA	7.47505126452495	"todiwuma"	"tɔṭiwumæ"	"todiwuma 17"	FALSE
"u"	"todiwuma"	NA	7.47505126452495	"todiwuma"	"tɔṭiwumæ"	"todiwuma 17"	FALSE
"m"	"todiwuma"	NA	7.47505126452495	"todiwuma"	"tɔṭiwumæ"	"todiwuma 17"	FALSE
"a"	"todiwuma"	NA	7.47505126452495	"todiwuma"	"tɔṭiwumæ"	"todiwuma 17"	FALSE
"ch"	"todiwuma"	"tot"	7.35475051264525	"todiwuma"	"tɔṭiwumæ"	"todiwuma 16"	TRUE
"o"	"todiwuma"	"tot"	7.35475051264525	"todiwuma"	"tɔṭiwumæ"	"todiwuma 16"	TRUE
"o"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 25"	TRUE
"d"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 25"	TRUE
"i"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 25"	TRUE
"w"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 25"	TRUE
"u"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 25"	TRUE
"m"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 25"	TRUE
"a"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 25"	TRUE
"o"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 11"	TRUE
"d"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 11"	TRUE
"i"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 11"	TRUE
"w"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 11"	TRUE
"u"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 11"	TRUE
"m"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 11"	TRUE
"a"	"todiwuma"	"dodiwuma"	4.97881066302119	"todiwuma"	"tɔṭiwumæ"	"todiwuma 11"	TRUE
"d"	"todiwuma"	"daduwuma"	5.79904306220096	"todiwuma"	"tɔṭiwumæ"	"todiwuma 24"	TRUE
"w"	"todiwuma"	"daduwuma"	5.79904306220096	"todiwuma"	"tɔṭiwumæ"	"todiwuma 24"	TRUE
"u"	"todiwuma"	"daduwuma"	5.79904306220096	"todiwuma"	"tɔṭiwumæ"	"todiwuma 24"	TRUE
"m"	"todiwuma"	"daduwuma"	5.79904306220096	"todiwuma"	"tɔṭiwumæ"	"todiwuma 24"	TRUE
"a"	"todiwuma"	"daduwuma"	5.79904306220096	"todiwuma"	"tɔṭiwumæ"	"todiwuma 24"	TRUE
"ch"	"todiwuma"	NA	7.60628844839371	"todiwuma"	"tɔṭiwumæ"	"todiwuma 14"	FALSE
"o"	"todiwuma"	NA	7.60628844839371	"todiwuma"	"tɔṭiwumæ"	"todiwuma 14"	FALSE
"d"	"todiwuma"	NA	7.60628844839371	"todiwuma"	"tɔṭiwumæ"	"todiwuma 14"	FALSE
"i"	"todiwuma"	NA	7.60628844839371	"todiwuma"	"tɔṭiwumæ"	"todiwuma 14"	FALSE
"w"	"todiwuma"	NA	7.60628844839371	"todiwuma"	"tɔṭiwumæ"	"todiwuma 14"	FALSE
"u"	"todiwuma"	NA	7.60628844839371	"todiwuma"	"tɔṭiwumæ"	"todiwuma 14"	FALSE
"m"	"todiwuma"	NA	7.60628844839371	"todiwuma"	"tɔṭiwumæ"	"todiwuma 14"	FALSE
"a"	"todiwuma"	NA	7.60628844839371	"todiwuma"	"tɔṭiwumæ"	"todiwuma 14"	FALSE
"ch"	"todiwuma"	NA	9.09911141490089	"todiwuma"	"tɔṭiwumæ"	"todiwuma 12"	FALSE
"o"	"todiwuma"	NA	9.09911141490089	"todiwuma"	"tɔṭiwumæ"	"todiwuma 12"	FALSE
"d"	"todiwuma"	NA	9.09911141490089	"todiwuma"	"tɔṭiwumæ"	"todiwuma 12"	FALSE
"i"	"todiwuma"	NA	9.09911141490089	"todiwuma"	"tɔṭiwumæ"	"todiwuma 12"	FALSE
"w"	"todiwuma"	NA	9.09911141490089	"todiwuma"	"tɔṭiwumæ"	"todiwuma 12"	FALSE
"u"	"todiwuma"	NA	9.09911141490089	"todiwuma"	"tɔṭiwumæ"	"todiwuma 12"	FALSE
"m"	"todiwuma"	NA	9.09911141490089	"todiwuma"	"tɔṭiwumæ"	"todiwuma 12"	FALSE
"a"	"todiwuma"	NA	9.09911141490089	"todiwuma"	"tɔṭiwumæ"	"todiwuma 12"	FALSE
"ch"	"todiwuma"	NA	9.09911141490089	"todiwuma"	"tɔṭiwumæ"	"todiwuma 2"	FALSE
"o"	"todiwuma"	NA	9.09911141490089	"todiwuma"	"tɔṭiwumæ"	"todiwuma 2"	FALSE
"d"	"todiwuma"	NA	9.09911141490089	"todiwuma"	"tɔṭiwumæ"	"todiwuma 2"	FALSE
"i"	"todiwuma"	NA	9.09911141490089	"todiwuma"	"tɔṭiwumæ"	"todiwuma 2"	FALSE
"w"	"todiwuma"	NA	9.09911141490089	"todiwuma"	"tɔṭiwumæ"	"todiwuma 2"	FALSE
"u"	"todiwuma"	NA	9.09911141490089	"todiwuma"	"tɔṭiwumæ"	"todiwuma 2"	FALSE
"m"	"todiwuma"	NA	9.09911141490089	"todiwuma"	"tɔṭiwumæ"	"todiwuma 2"	FALSE
"a"	"todiwuma"	NA	9.09911141490089	"todiwuma"	"tɔṭiwumæ"	"todiwuma 2"	FALSE
"d"	"todiwuma"	"dadiwuma"	5.79904306220096	"todiwuma"	"tɔṭiwumæ"	"todiwuma 4"	TRUE
"i"	"todiwuma"	"dadiwuma"	5.79904306220096	"todiwuma"	"tɔṭiwumæ"	"todiwuma 4"	TRUE
"w"	"todiwuma"	"dadiwuma"	5.79904306220096	"todiwuma"	"tɔṭiwumæ"	"todiwuma 4"	TRUE
"u"	"todiwuma"	"dadiwuma"	5.79904306220096	"todiwuma"	"tɔṭiwumæ"	"todiwuma 4"	TRUE
"m"	"todiwuma"	"dadiwuma"	5.79904306220096	"todiwuma"	"tɔṭiwumæ"	"todiwuma 4"	TRUE
"a"	"todiwuma"	"dadiwuma"	5.79904306220096	"todiwuma"	"tɔṭiwumæ"	"todiwuma 4"	TRUE
"ch"	"todiwuma"	NA	8	"todiwuma"	"tɔṭiwumæ"	"todiwuma 23"	FALSE
"o"	"todiwuma"	NA	8	"todiwuma"	"tɔṭiwumæ"	"todiwuma 23"	FALSE
"d"	"todiwuma"	NA	8	"todiwuma"	"tɔṭiwumæ"	"todiwuma 23"	FALSE
"i"	"todiwuma"	NA	8	"todiwuma"	"tɔṭiwumæ"	"todiwuma 23"	FALSE
"w"	"todiwuma"	NA	8	"todiwuma"	"tɔṭiwumæ"	"todiwuma 23"	FALSE
"u"	"todiwuma"	NA	8	"todiwuma"	"tɔṭiwumæ"	"todiwuma 23"	FALSE
"m"	"todiwuma"	NA	8	"todiwuma"	"tɔṭiwumæ"	"todiwuma 23"	FALSE
"a"	"todiwuma"	NA	8	"todiwuma"	"tɔṭiwumæ"	"todiwuma 23"	FALSE
"ch"	"todiwuma"	NA	8.03280929596719	"todiwuma"	"tɔṭiwumæ"	"todiwuma 22"	FALSE
"o"	"todiwuma"	NA	8.03280929596719	"todiwuma"	"tɔṭiwumæ"	"todiwuma 22"	FALSE
"d"	"todiwuma"	NA	8.03280929596719	"todiwuma"	"tɔṭiwumæ"	"todiwuma 22"	FALSE
"i"	"todiwuma"	NA	8.03280929596719	"todiwuma"	"tɔṭiwumæ"	"todiwuma 22"	FALSE
"w"	"todiwuma"	NA	8.03280929596719	"todiwuma"	"tɔṭiwumæ"	"todiwuma 22"	FALSE
"u"	"todiwuma"	NA	8.03280929596719	"todiwuma"	"tɔṭiwumæ"	"todiwuma 22"	FALSE
"m"	"todiwuma"	NA	8.03280929596719	"todiwuma"	"tɔṭiwumæ"	"todiwuma 22"	FALSE
"a"	"todiwuma"	NA	8.03280929596719	"todiwuma"	"tɔṭiwumæ"	"todiwuma 22"	FALSE
"ch"	"todiwuma"	NA	5.09637730690362	"todiwuma"	"tɔṭiwumæ"	"todiwuma 21"	FALSE
"o"	"todiwuma"	NA	5.09637730690362	"todiwuma"	"tɔṭiwumæ"	"todiwuma 21"	FALSE
"d"	"todiwuma"	NA	5.09637730690362	"todiwuma"	"tɔṭiwumæ"	"todiwuma 21"	FALSE
"i"	"todiwuma"	NA	5.09637730690362	"todiwuma"	"tɔṭiwumæ"	"todiwuma 21"	FALSE
"w"	"todiwuma"	NA	5.09637730690362	"todiwuma"	"tɔṭiwumæ"	"todiwuma 21"	FALSE
"u"	"todiwuma"	NA	5.09637730690362	"todiwuma"	"tɔṭiwumæ"	"todiwuma 21"	FALSE
"m"	"todiwuma"	NA	5.09637730690362	"todiwuma"	"tɔṭiwumæ"	"todiwuma 21"	FALSE
"a"	"todiwuma"	NA	5.09637730690362	"todiwuma"	"tɔṭiwumæ"	"todiwuma 21"	FALSE
"ch"	"todiwuma"	"todinuma"	7.47505126452495	"todiwuma"	"tɔṭiwumæ"	"todiwuma 13"	TRUE
"o"	"todiwuma"	"todinuma"	7.47505126452495	"todiwuma"	"tɔṭiwumæ"	"todiwuma 13"	TRUE
"d"	"todiwuma"	"todinuma"	7.47505126452495	"todiwuma"	"tɔṭiwumæ"	"todiwuma 13"	TRUE
"i"	"todiwuma"	"todinuma"	7.47505126452495	"todiwuma"	"tɔṭiwumæ"	"todiwuma 13"	TRUE
"u"	"todiwuma"	"todinuma"	7.47505126452495	"todiwuma"	"tɔṭiwumæ"	"todiwuma 13"	TRUE
"m"	"todiwuma"	"todinuma"	7.47505126452495	"todiwuma"	"tɔṭiwumæ"	"todiwuma 13"	TRUE
"a"	"todiwuma"	"todinuma"	7.47505126452495	"todiwuma"	"tɔṭiwumæ"	"todiwuma 13"	TRUE
"ch"	"todiwuma"	NA	NA	"todiwuma"	"tɔṭiwumæ"	"todiwuma 6"	FALSE
"o"	"todiwuma"	NA	NA	"todiwuma"	"tɔṭiwumæ"	"todiwuma 6"	FALSE
"d"	"todiwuma"	NA	NA	"todiwuma"	"tɔṭiwumæ"	"todiwuma 6"	FALSE
